Filename;PSNR;SSIM
1709_0.95_0.08.jpg;24.34971359;0.867999792
1718_0.9_0.2.jpg;23.32293156;0.900417805
1971_1_0.08.jpg;26.41216566;0.944290638
320_10_0.93569.png;23.18255013;0.915658951
321_10_0.89661.png;19.83037915;0.829871714
323_10_0.70313.png;22.76427893;0.878032863
325_6_0.9889.png;21.99369091;0.870720387
327_6_0.79198.png;24.30207563;0.920034826
329_10_0.77243.png;25.99282709;0.91680932
